Store_ID,Store_Name,Store_Address,Store_Postcode,Region,Date,Revenue,Expenses,Net_Cash_Flow,Operating_Cash_Flow,Investing_Cash_Flow,Financing_Cash_Flow,Average_Transaction_Value,Customer_Traffic,Inventory_Levels
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-11,5678.132501989568,4461.608274986538,1216.5242270030294,2142.6243416343627,-332.5654425687799,270.7165143023203,1150.5663790628635,483,33995
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-12,6230.245917828391,3885.635340433283,2344.6105773951076,2278.7143022721084,119.5936145921196,295.52537082771846,1091.9656851487835,414,39159
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-13,6864.283246854462,5949.836722746676,914.446524107786,4451.5424372814505,448.7394140519161,-251.0712906826924,1308.1539443287847,652,41595
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-14,9149.688290732709,5252.050442018039,3897.6378487146703,4700.720533843142,-784.9647265810935,-556.2854252080895,1111.640898267877,667,50956
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-15,6921.189009580512,6906.893254010794,14.295755569717585,2723.015626343008,-438.9819591820516,384.8076134428959,1005.3509466859257,538,37148
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-16,5222.079169819387,4868.214219330342,353.86495048904544,2954.26533432922,3.1056640536290843,329.2492424881459,1269.1673387160947,315,58962
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-17,5807.799512258931,4052.8394750655275,1754.9600371934034,4725.306949815354,-248.38940763619723,782.6227883955571,527.7531627134761,498,30913
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-18,8604.502189188473,5709.86680877874,2894.6353804097334,2090.9881667586246,-921.0648999554883,113.61497950935745,1082.9377938861853,588,45587
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-19,5943.812658838477,6406.019955977539,-462.2072971390626,2867.9528294121355,-280.7996890504254,-371.6746409643579,868.1555329605526,551,52914
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-20,5853.7361524521175,6756.883747428816,-903.1475949766982,3275.9376859519643,-359.9760529343863,515.6484222344884,875.8881149086329,586,43510
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-21,7267.669638220281,3000.7760935952006,4266.89354462508,2293.0049766473353,-990.9654198365516,-372.66542069348964,983.0870245016145,590,51940
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-22,8685.231121082154,5031.600523064095,3653.6305980180587,3662.863042735317,180.93811554013405,564.1488960648346,834.0804677004976,444,39117
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-23,7937.423512466914,5466.643662172706,2470.779850294208,3838.2191139518063,-387.6719434845537,-646.5581905320046,772.2150737125527,566,24038
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-24,5138.830879734323,4181.533688674675,957.297191059648,3818.856494666187,645.7872217463669,-126.5615999867664,1085.9150244535508,625,56338
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-25,8970.893560972372,6070.382155289391,2900.5114056829807,2487.5701002612172,-438.17989162546667,815.3493872288161,626.39511521563,507,31057
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-26,7959.201341466827,6396.135455914604,1563.0658855522233,3966.5108557184594,-175.48518686240675,898.2684439447721,885.7842837134507,332,51512
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-27,6649.697226348126,4188.894662293023,2460.8025640551023,2023.9389254849007,599.6617762771857,880.8748785092316,1219.2639479501797,496,58794
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-28,9317.467526998895,5999.839060771662,3317.628466227233,4937.138827120481,200.7234250703575,574.1896115575046,1143.666409102039,367,48926
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-29,5749.864979161739,6310.815412903274,-560.9504337415347,2339.9582925036184,-298.3771233035419,680.1711167833532,1333.865882158772,347,64144
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-30,7453.806203980062,3272.0938281197646,4181.7123758602975,4631.726960179449,-612.3928952030498,-149.86141105043146,950.4596938909806,510,50428
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-01-31,9661.863207575141,5373.011426103027,4288.851781472114,3358.650491310385,467.3580732149919,527.3181481816964,1166.6507891874023,470,47912
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-01,9355.696220032802,3083.962080495001,6271.734139537801,4353.925513519953,621.7061361522119,569.0559737515925,1098.3705320256267,462,59899
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-02,6786.446475443764,4991.703146455617,1794.7433289881474,4236.010480720524,-902.5064076951403,975.409578210435,1038.5194483661137,540,42557
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-03,5131.549366440986,4638.542998774907,493.0063676660793,3471.6722109939437,375.5716343297188,-190.86613260488457,798.0422115956457,620,51137
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-04,7645.172927932837,3551.4639358968598,4093.7089920359776,2719.7526764909726,871.9660927218788,311.1053859264862,663.8289653220497,756,59967
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-05,7392.522785678532,3236.7615516036553,4155.7612340748765,3718.9767890659277,933.6303333401763,470.5295035967729,776.5920882647579,613,61935
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-06,6945.76310746883,3489.804020545912,3455.959086922918,4479.910101664009,333.27596756440084,-421.6743304046671,914.6078764441532,467,42696
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-07,5631.056444909208,4989.1021158270805,641.9543290821275,2903.338961108679,353.38669577990026,-801.0309224916208,882.9537653453489,371,54959
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-08,6266.958798700383,5765.15530427302,501.80349442736315,4014.7498723628273,840.9802190647426,748.4060527630588,1164.2599854168072,656,38388
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-09,5392.248566925936,6849.37544464767,-1457.1268777217338,2958.267097366772,67.20588921561807,402.1656218907349,1058.9445054046248,489,41816
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-10,7991.909037495248,4185.607625469223,3806.301412026025,2885.777879932194,607.8182256828336,-292.94755622714933,1330.6684368985505,448,60454
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-11,7721.569144349512,4004.5411416661473,3717.0280026833643,4422.043819755467,125.14057275836058,750.1117328840103,1306.278375501201,422,36601
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-12,9127.936171598907,6327.469506648549,2800.466664950358,4250.5910126776935,-489.6960877208314,139.23486992552603,1013.7655203490419,480,33969
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-13,6594.6642885268875,5735.72314786437,858.9411406625177,4043.5361605095354,523.8975399615615,312.70408307917023,965.9318448163831,412,45080
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-14,9381.041458105818,4832.205799424673,4548.835658681144,3448.41334202309,169.35320363039023,46.296045685774516,833.9928205919002,565,40192
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-15,6842.0509660522775,4344.4009275720455,2497.650038480232,4122.315884347188,-891.0190629819168,163.80299979963524,841.2996683887204,487,40686
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-16,9022.672028042345,6692.564903625824,2330.1071244165214,2043.1587116646826,240.82247470139214,-827.8625298937716,1133.6507849069676,526,47259
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-17,7427.5198839982095,3507.2350493977106,3920.284834600499,2005.0887582342527,-538.3209859481035,632.6294811601747,1090.7503029638842,653,44611
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-18,7367.302357708029,4103.291484426598,3264.0108732814315,4972.5759454510535,-20.093512314810482,438.8347157075614,872.6444574136791,522,43825
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-19,8321.552371194724,6356.900853535155,1964.6515176595694,4883.695724569647,393.1530836088682,711.1050887930596,1227.3620806176666,607,50544
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-20,9190.677985238173,6656.791263637908,2533.8867216002654,4392.241099093488,85.61288583904116,172.8651307901789,991.2005402733264,599,52481
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-21,5289.5932297324125,5898.58748695769,-608.9942572252776,3250.9986363233797,351.6772588470542,-409.32458929404515,1240.5305422076885,488,37644
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-22,6304.718196952447,6453.232270404305,-148.51407345185817,3319.4312845073355,-805.294307066464,935.965627427491,1245.7458273325399,446,49192
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-23,9852.149569863694,5456.701088238115,4395.448481625579,2582.14817858396,-44.534973579649886,312.33326520017386,840.6774800139469,407,50236
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-24,8195.638030557231,4407.12199113033,3788.5160394269014,2985.5001744281303,-675.304302816363,-223.51983756108518,779.4150899088236,566,48517
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-25,7892.300890248414,6909.269235772854,983.0316544755606,2715.031697008272,163.1847239971396,-206.55707870284323,824.8521216420551,547,50034
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-26,7474.529321000449,3172.2736776020397,4302.25564339841,2746.0633173511887,347.8800895821221,941.5570705863511,1084.425217287415,575,45303
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-27,9235.81670965589,4905.737413433061,4330.079296222829,3328.8038255707907,-45.011757275516175,-449.587651880851,896.9956027409684,462,45444
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-02-28,9061.308601848841,5472.217674704949,3589.0909271438923,4950.808816963836,555.160661946046,186.63791128156254,788.5444604107731,456,59715
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-01,7682.055694959585,3612.3481491770544,4069.7075457825304,4431.058014827904,439.17354887492525,-250.26721592139438,852.541408499112,495,36749
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-02,6314.406429546649,6410.579965350069,-96.17353580342024,2442.690054146721,-135.2934417728353,977.3916705694585,551.6958790721415,543,55574
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-03,8604.917317916883,3954.9884192704076,4649.928898646475,4863.238875229759,-997.523279541583,-132.33891549184,1235.3820757697372,460,41981
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-04,6410.177740923427,3586.750006980165,2823.4277339432624,3934.7283240797715,507.5887102463498,508.04047686476474,1037.4541314810156,552,37431
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-05,9142.088584089004,3030.9576412673073,6111.130942821697,3969.3042606742183,936.9851044825398,952.0039895041957,884.9938887518873,662,43737
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-06,7155.193933608758,5865.40210914706,1289.7918244616976,4702.0866863976025,784.7498763781059,-287.56897455056344,1393.4166248875113,613,57004
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-07,9036.6511165187,5703.977634140025,3332.6734823786755,3358.6737885749194,785.200062946285,-434.02871863310554,777.9010228779715,757,61496
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-08,6142.007806112504,5653.927557706537,488.0802484059668,4485.077514187407,-759.2678262224846,629.5079727350853,1034.3961569808112,444,59427
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-09,7733.420724424715,4180.213142036417,3553.2075823882988,2812.6478086218467,-201.05549303250552,-287.8126561667518,861.7074159969227,603,70181
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-10,7318.824940483426,5600.066311433558,1718.7586290498675,4337.98281724347,-571.9192158244491,-519.5428288812756,933.1331035759304,714,42911
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-11,6420.501992311634,3248.7316094239095,3171.7703828877247,2741.597509370599,-779.5886239276715,-733.9004897286026,892.6884514690189,402,38009
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-12,9334.420013759816,6853.028526949335,2481.391486810481,4894.028468063649,-926.7508775125233,-591.5147199832604,802.1326866421168,497,47227
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-13,9476.78695997371,6113.084805951434,3363.702154022276,2744.6476548818473,-838.7105978313252,-564.189894120401,1012.681664158129,548,57645
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-14,7042.3481842657675,3755.3293041509437,3287.018880114824,4927.764923387316,345.9229483039999,-731.3921165175459,838.5844990173041,603,56501
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-15,9023.865069750167,3473.360891892317,5550.504177857851,3665.8895098022194,-692.0978630732304,-849.2806155918631,1115.3129479413353,682,39857
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-16,7757.638507964553,6944.4816148570735,813.1568931074798,3522.301251987049,-366.32192697428434,394.87515285122686,1377.1434568745685,699,40043
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-17,5886.636624591979,3171.257345549426,2715.3792790425528,4195.751678732804,-484.3843249705882,873.2839685155809,1099.1869965004341,687,59577
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-18,8224.38096454361,5882.954546070424,2341.4264184731865,2824.7439087288635,-6.5990327085931995,996.0594980358712,741.5796592570691,569,59983
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-19,6497.495046078211,4142.181775536983,2355.313270541228,2402.656929203031,-89.86471090098962,-418.3927068932569,868.1690335577412,367,30759
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-20,6008.097791338508,4258.660489577318,1749.4373017611897,2911.328608381861,321.65899730501724,934.6069154689533,907.9986131505831,497,40785
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-21,8737.712939533129,3939.527478083962,4798.185461449167,2388.9816796890877,321.938049418628,222.94735318877224,885.0994727428583,513,64216
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-22,7365.043289068861,6903.229827222785,461.81346184607537,2085.729326934151,679.4592863436824,502.5054388493884,1017.0320719268187,481,35303
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-23,7358.641324096549,3301.2386334672155,4057.402690629334,3402.271222761338,-118.03665756716543,188.48639093978295,949.0186775834727,700,59670
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-24,8133.23798768215,3356.7024502093495,4776.535537472801,3490.38234264546,-367.5172192532707,690.9014699397821,1092.9428444633984,608,53366
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-25,9532.477474936888,4455.296625413168,5077.18084952372,4117.664600490149,152.19782518681245,916.1504673129016,1121.6996478028564,369,56714
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-26,9995.647695066713,4022.5723766300343,5973.075318436679,4728.207046529731,513.2771883125326,458.1609315717094,674.7859026260858,536,40378
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-27,5114.949306295285,6663.857508524679,-1548.9082022293942,2205.03414645338,-144.0412367664718,239.7686630717426,1245.350838055,522,52782
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-28,8738.190699536422,6120.732377393784,2617.4583221426383,2629.495718437114,60.3499525537311,595.9329891948769,1002.0120569516193,340,52334
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-29,5390.890760936309,5014.312942162016,376.5778187742926,4091.793295323196,876.4298047713255,693.5649917934741,1260.8302541248843,487,36891
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-30,6202.95800701316,4817.227808367338,1385.7301986458215,4446.256334529,372.6172329570654,-158.0811336236925,825.7280405247388,406,41134
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-03-31,6241.620349041855,6419.596276850274,-177.97592780841933,2573.9019543349827,374.8271079105639,566.7256636544657,1008.4028690059689,699,39469
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-01,9378.996759232448,4419.809641396829,4959.18711783562,3404.2248197791105,536.1968465657585,-79.0585908612411,884.6865680446436,533,51890
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-02,9554.806981668087,3691.9118139990205,5862.895167669067,2962.09283359769,-163.40897400948415,926.3196198546295,924.8305715831181,484,63883
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-03,9060.602875312805,4274.424046896244,4786.1788284165605,3510.877209734022,-223.33308411673977,434.70065942239944,1053.870329345382,580,52692
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-04,9861.918322952832,4931.513899503833,4930.404423448998,4159.611408156039,185.3589404972954,-104.72505307472261,1057.013878906818,398,55055
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-05,6046.38171241612,4792.314655875569,1254.0670565405508,3870.354958245498,-499.89575648997885,384.70752866196835,648.5117825324558,460,70413
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-06,7328.413828342447,6888.175781416185,440.23804692626254,3628.8255825462256,-791.391541579105,560.0411178190539,697.2339828855949,569,48650
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-07,9810.532484069072,4046.339347609425,5764.193136459647,4777.928994203199,-891.0262954048865,-687.3452144957124,1041.9803680037837,460,54510
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-08,5124.557547184831,6384.180218634323,-1259.6226714494924,3282.612559808479,417.6351596140796,527.252473434216,838.3638945373946,392,43689
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-09,6201.514256254339,4528.375712680801,1673.1385435735374,3810.789724995886,-420.7977399790568,-445.61772310970184,1109.9809478904233,443,35762
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-10,5477.145487254876,5972.059535157704,-494.9140479028283,4867.068616327164,994.2945225282172,716.0796123988407,864.2510660594264,415,51443
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-11,8865.008706171722,3508.4350095978957,5356.573696573827,4689.40467354272,-512.1914206639768,181.74404793177268,853.2538319652308,530,49014
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-12,7124.982749153873,3736.720437540379,3388.2623116134937,4450.682263576953,398.13257180756636,-632.0002130105258,1117.289233094148,413,46371
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-13,8944.532263608124,4185.168554997262,4759.363708610862,3831.915030898289,-929.3811501742855,-196.75152631873982,880.8174310287862,432,46910
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-14,7801.582657544505,3884.0100481835602,3917.572609360945,4480.029239573127,-625.664244765403,306.915434610014,1339.3520006253125,475,65777
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-15,6272.600309868501,6578.950563036988,-306.35025316848623,4416.029251094223,466.2280139761797,-69.32085552926753,947.8146364540422,561,65677
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-16,8253.637650702522,3932.9146621719296,4320.7229885305915,3444.236123513996,201.83075264354807,-130.30431645476278,971.8092103274673,367,49029
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-17,9761.638557480499,4371.625639494692,5390.012917985807,3818.005985380705,-629.6709241418944,-783.0661693759387,1135.8100960822176,531,42914
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-18,7223.419342939062,5705.875685976027,1517.5436569630347,2179.058807065221,689.2777898591253,894.6538035624033,757.3899433969898,423,66383
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-19,5894.726495260713,5471.147413174151,423.57908208656227,3918.9765671803475,417.08770279999703,735.0520935156942,821.4285468581429,412,50236
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-20,6839.498657564672,6827.840879339463,11.657778225208858,2052.8682231984726,-136.9245146287974,763.1284093821992,1145.5628562806085,468,63974
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-21,9515.39110061264,6631.607495245173,2883.7836053674673,2765.0647914401557,919.7490500305112,-276.7113965034731,880.2395628601838,604,43667
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-22,6200.58950651306,4897.778461356287,1302.8110451567727,4057.131249390029,-337.03777518326535,139.61957149793898,1112.6653182063026,502,31880
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-23,7740.543860941569,6630.209306920138,1110.3345540214304,4993.604190405433,928.0343181456797,-575.601034672984,1085.0485464596225,493,49447
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-24,6416.509560124627,6078.783877086353,337.7256830382739,2687.456642737742,-739.4948833070794,748.0175921804832,855.507353952612,663,34112
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-25,6502.971445428395,6338.247851865317,164.72359356307788,3167.1979801282882,-768.5308678252704,-886.1262324129984,1148.2915684185912,619,44795
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-26,9512.612123827192,4574.872608953674,4937.739514873518,3475.3005709283093,468.9223107306859,-739.4256052230235,993.5164039181868,415,53402
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-27,5306.240467321988,6009.417111892929,-703.1766445709409,4338.904857977586,-297.0271625139917,-228.52730531818338,1198.954409237803,464,44720
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-28,5121.536560238287,4038.232576891918,1083.303983346369,4522.367769640707,436.85698358273635,-167.72090206882422,1375.5694746144707,626,61833
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-29,6992.411096618401,3778.1361750082006,3214.2749216102,2904.027957625774,370.0381520061926,-221.8386331130513,873.6932813634633,299,58306
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-04-30,5719.106556207964,6116.510733816304,-397.40417760834043,4336.679221878682,-218.94069409783265,-661.6931502401507,1118.696216047212,489,52204
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-01,8772.38709653496,4899.902842433184,3872.484254101776,3123.581374630423,727.1141587440668,-695.2210881633403,990.0757998574146,425,57575
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-02,5379.9541632568935,3899.7903216134823,1480.1638416434112,2884.920861692188,279.66471618902006,617.994805488579,1093.1099044690275,269,42539
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-03,5396.074172999697,6420.888301059347,-1024.81412805965,2636.2594253471425,-282.78373693287983,755.7722170354605,1061.7213543878174,417,63325
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-04,9007.964397721824,5256.363166441701,3751.601231280123,2652.9699783119277,78.32312709914413,-290.1859970794436,1003.3916691976862,634,16033
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-05,9293.203663982858,4729.509127472846,4563.694536510013,4945.507160060648,969.0947298723906,-998.9629657104589,1280.8811935514148,349,39689
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-06,7874.766203653371,5666.476883746389,2208.289319906982,2747.2574676650843,372.0859939839522,-628.9633240802557,1163.3581505369107,523,50686
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-07,9805.48071442745,5666.745711577382,4138.735002850067,2730.3095388452734,-485.1145590690753,-773.3755515140559,1112.7308547224786,618,40931
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-08,9127.345035065486,5070.9679399444685,4056.377095121017,3390.3358387528865,344.88873450320193,839.1107147012897,1093.7226140604066,531,54688
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-09,5575.194546289243,4014.9141459681537,1560.280400321089,3828.00848156544,-254.8058646362765,389.15586178654576,1068.1693298803518,483,37558
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-10,5759.2433768508945,3112.8208552857814,2646.422521565113,2695.3880811436384,626.4793675521046,-360.3790206508663,815.3935669947571,533,57865
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-11,6801.644282683256,6185.923756398004,615.7205262852522,4381.167185433809,460.0332065343007,454.80907334869494,865.8472868369039,437,48217
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-12,5363.822461145765,3895.1317369195017,1468.6907242262637,4635.709872462772,274.0025534812887,464.05351367656317,1083.351742763295,398,43184
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-13,5505.134188343082,6482.110390419097,-976.9762020760145,2975.5461635672655,-309.19800881136644,-197.81775373429753,851.8728900044764,535,57989
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-14,7158.545655542603,5765.926802975102,1392.6188525675007,2091.8466189470255,458.16569288025516,555.5953450871368,767.1770465401969,573,43949
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-15,7866.604299942429,4485.948659788033,3380.6556401543958,3578.0298176077613,502.46493900968403,594.7906186961757,902.9917461878881,454,53945
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-16,9712.622640373109,4382.881969993351,5329.740670379758,4159.421390787353,-53.23775105228185,-291.5912235883145,1196.946820413329,463,50776
1,VIC_Store_1,"1 Main Street, VIC",2001,VIC,2023-05-17,7749.136522334882,6611.70894073333,1137.4275816015524,4623.010317497368,-553.4198704703534,-213.34404156951894,1129.5660716266148,540,54967
